arm,category,quote,speaker,company,job_title,podcast,episode,url,verification_status
Agency,Wellness/Supplements,There's obviously a big feeling of responsibility when you're one of only four and knowing that you're manufacturing something that's sole source.,Casey Bauer,Bobbie,COO,The Startup CPG Podcast,R&D Radio: Building a Reliable Formula Brand with Casey Bauer COO Bobbie,https://startupcpg.transistor.fm/episodes/r-d-radio-building-a-reliable-formula-brand-with-casey-bauer-coo-bobbie/transcript,verified_transcript
Agency,Wellness/Supplements,"We have 2,000 plus safety checks and quality checks are there to validate that everything that we're doing.",Casey Bauer,Bobbie,COO,The Startup CPG Podcast,R&D Radio: Building a Reliable Formula Brand with Casey Bauer COO Bobbie,https://startupcpg.transistor.fm/episodes/r-d-radio-building-a-reliable-formula-brand-with-casey-bauer-coo-bobbie/transcript,verified_transcript
Agency,Wellness/Supplements,Our facility in Heath Ohio we've increased our year over year. Throughput has increased by almost 300%.,Casey Bauer,Bobbie,COO,The Startup CPG Podcast,R&D Radio: Building a Reliable Formula Brand with Casey Bauer COO Bobbie,https://startupcpg.transistor.fm/episodes/r-d-radio-building-a-reliable-formula-brand-with-casey-bauer-coo-bobbie/transcript,verified_transcript
Agency,Wellness/Supplements,Always prioritize food safety and quality. That's the table stakes... the one place you don't cut corners.,Casey Bauer,Bobbie,COO,The Startup CPG Podcast,R&D Radio: Building a Reliable Formula Brand with Casey Bauer COO Bobbie,https://startupcpg.transistor.fm/episodes/r-d-radio-building-a-reliable-formula-brand-with-casey-bauer-coo-bobbie/transcript,verified_transcript
Agency,Wellness/Supplements,Every time that we go through and find a new partner... we do on site audits and visits.,Casey Bauer,Bobbie,COO,The Startup CPG Podcast,R&D Radio: Building a Reliable Formula Brand with Casey Bauer COO Bobbie,https://startupcpg.transistor.fm/episodes/r-d-radio-building-a-reliable-formula-brand-with-casey-bauer-coo-bobbie/transcript,verified_transcript
Agency,Wellness/Supplements,It's much easier when you are on the inside of a large FMCG company with tens of thousands of people. It's much more difficult when you're launching something on your own.,Gonzalo Bisquerra,Happy Caapi,Founder,The Startup CPG Podcast,Happy Caapi: The First Non-Hallucinogenic Ayahuasca Vine Supplement,https://startupcpg.transistor.fm/episodes/happy-caapi-the-first-non-hallucinogenic-ayahuasca-vine-supplement/transcript,verified_transcript
Agency,Wellness/Supplements,It took us a while to find the regulatory path.,Gonzalo Bisquerra,Happy Caapi,Founder,The Startup CPG Podcast,Happy Caapi: The First Non-Hallucinogenic Ayahuasca Vine Supplement,https://startupcpg.transistor.fm/episodes/happy-caapi-the-first-non-hallucinogenic-ayahuasca-vine-supplement/transcript,verified_transcript
Agency,Wellness/Supplements,A formula that looks good on paper might be impossible to manufacture consistently.,Derek Curtiss,Veritacor Manufacturing,COO,The PricePlow Podcast,Inside Veritacor Supplement Manufacturing: GMP Excellence NSF Certification,https://blog.priceplow.com/podcast/veritacor-supplement-manufacturing-178,verified_show_notes
Agency,Wellness/Supplements,Certain costs remain fixed regardless of batch size: cleaning line setup testing.,Frank Santos,Veritacor Manufacturing,Founder,The PricePlow Podcast,Inside Veritacor Supplement Manufacturing: GMP Excellence NSF Certification,https://blog.priceplow.com/podcast/veritacor-supplement-manufacturing-178,verified_show_notes
Agency,Wellness/Supplements,You can't just assume the manufacturer will get everything right. You really have to know your product do a deep dive on your ingredients and stay on top of it.,Chris Claussen,First Person,Co-founder / Chief Innovation Officer,SupplySide Fresh Supplement Webinar,Supplement Brand Founders Talk Scale Strategy Supply Chain,https://www.supplysidesj.com/supplements/supplement-brand-founders-talk-scale-strategy-supply-chain,verified_publisher
Agency,Wellness/Supplements,A big part of it is just the moqs for our broth are extremely high. So it's 250000 units a run. Those are the minimum runs on the aseptic machines.,Kim Hehir,Brutus Bone Broth,Co-founder Sales/Marketing,The Startup CPG Podcast,Founder Feature: Brutus Bone Broth,https://startupcpg.transistor.fm/episodes/founder-feature-sue-delegan-and-kim-hehir-of-brutus-bone-broth/transcript,verified_transcript
Agency,Wellness/Supplements,The stickering was a whole nother thing to have warehouse workers sticking little tiny stickers.,Sue Delegan,Brutus Bone Broth,CEO,The Startup CPG Podcast,Founder Feature: Brutus Bone Broth,https://startupcpg.transistor.fm/episodes/founder-feature-sue-delegan-and-kim-hehir-of-brutus-bone-broth/transcript,verified_transcript
Agency,Wellness/Supplements,Man they've invested in us...it's like the ultimate we gotta do this.,Frank Santos,Veritacor Manufacturing,Founder,PricePlow Podcast,Inside Veritacor Supplement Manufacturing,https://blog.priceplow.com/podcast/veritacor-supplement-manufacturing-178,verified_show_notes
Agency,Wellness/Supplements,Things can actually go bad during weighing and blending where entire batches can be ruined.,Derek Curtiss,Veritacor Manufacturing,Co-founder/COO,PricePlow Podcast,Inside Veritacor Supplement Manufacturing,https://blog.priceplow.com/podcast/veritacor-supplement-manufacturing-178,verified_show_notes
Agency,Wellness/Supplements,Over-blending can cause ingredient segregation as particles of different densities separate.,Derek Curtiss,Veritacor Manufacturing,Co-founder/COO,PricePlow Podcast,Inside Veritacor Supplement Manufacturing,https://blog.priceplow.com/podcast/veritacor-supplement-manufacturing-178,verified_show_notes
Agency,Wellness/Supplements,There's no way for us to get our product to people unless it's literally hand to hand or in a retail store,Elan Halpern,Sourmilk,Co-founder,The Startup CPG Podcast,Founder Feature: Elan Halpern and Kiki Couchman of Sourmilk,https://startupcpg.transistor.fm/episodes/founder-feature-elan-halpern-kiki-couchman-of-sourmilk/transcript,full_transcript
Both,Wellness/Supplements,It was really just shocking to me to see doctors recommending these legacy ultra-processed and totally stripped of any joy shakes that have essentially seen no innovation since the late 20th century.,Jess Haghani,Lucille Health,Founder and CEO,NutraIngredients,NutraWomen Wednesday: Jess Haghani of Lucille Health,https://www.nutraingredients.com/Article/2026/03/11/nutrawomen-wednesday-jess-haghani-of-lucille-health/,verified
Pac,Premium CPG/Beverage,Biodegradability is the big circle and compostability is a smaller circle within it.,Rhodes Yepsen,Biodegradable Products Institute (BPI),Executive Director,Product & Packaging Powerhouse,What Compostable Packaging Really Means,https://www.glcblog.site/2025/08/19/what-compostable-packaging-really-means-with-rhodes-yepsen-executive-director-of-biodegradable-products-institute-bpi/,verified_blog_summary
Pac,Premium CPG/Beverage,End-of-life instructions are non-negotiable.,Rhodes Yepsen,Biodegradable Products Institute (BPI),Executive Director,Product & Packaging Powerhouse,What Compostable Packaging Really Means,https://www.glcblog.site/2025/08/19/what-compostable-packaging-really-means-with-rhodes-yepsen-executive-director-of-biodegradable-products-institute-bpi/,verified_blog_summary
Pac,Premium CPG/Beverage,Don't over purchase...I do a just in time order every time we do a production run now because there's tweaks still.,Stephanie Berwick,Pastazerts,Founder,The Startup CPG Podcast,Founder Feature: Pastazerts,https://startupcpg.transistor.fm/episodes/founder-feature-stephanie-berwick-of-pastazerts/transcript,verified_transcript
Pac,Premium CPG/Beverage,I wanted to make sure that we had bright vibrant colors that were different than what was currently on the shelf.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Pac,Premium CPG/Beverage,Finding a printer that can turn things around quickly that is reliable...somebody I can pick up the phone and call.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Pac,Premium CPG/Beverage,"don't rush it. Really take your time, let the packaging evolve",Eve Ackerley,Evie's Snacks,Founder,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Pac,Premium CPG/Beverage,your packaging needs to do the selling that it needs to,Eve Ackerley,Evie's Snacks,Founder,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Pac,Premium CPG/Beverage,"by not going with a window, we could get a pouch that just had more protection",Eve Ackerley,Evie's Snacks,Founder,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Pac,Premium CPG/Beverage,"if this is where we want to play, there is just a threshold that we need to have",Eve Ackerley,Evie's Snacks,Founder,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Pac,Premium CPG/Beverage,Put it in a package that would stand out. So that's why we chose the Boston round squeeze bottle,Houston Buehrle,Little Zing,Founder,The Startup CPG Podcast,Founder Feature: Houston Buehrle of Little Zing,https://startupcpg.transistor.fm/episodes/founder-feature-houston-buehrle-of-little-zing/transcript,full_transcript
Pac,Premium CPG/Beverage,The combination of the bottle we use and the branding and the name really makes us stand out in an aisle,Houston Buehrle,Little Zing,Founder,The Startup CPG Podcast,Founder Feature: Houston Buehrle of Little Zing,https://startupcpg.transistor.fm/episodes/founder-feature-houston-buehrle-of-little-zing/transcript,full_transcript
Pac,Premium CPG/Beverage,You have five seconds on a shelf to grab a consumer's attention.,Nikki Seaman,Freestyle Snacks,Founder and CEO,The Startup CPG Podcast,Founder Feature: Nikki Seaman of Freestyle Snacks,https://startupcpg.transistor.fm/episodes/founder-feature-nikki-seaman-of-freestyle-snacks/transcript,full_transcript
Pac,Premium CPG/Beverage,"When you need a two piece packaging, fully compostable, it's out there. It's just, it's not easy.",Yaniv Simpson,The Conscious Bar,Founder,The Startup CPG Podcast,Founder Feature: Yaniv Simpson of The Conscious Bar,https://startupcpg.transistor.fm/episodes/founder-feature-yaniv-simpson-of-the-conscious-bar/transcript,full_transcript
Pac,Premium CPG/Beverage,There are alternative solutions and you can have a zero plastic or 100% plastic free brand.,Yaniv Simpson,The Conscious Bar,Founder,The Startup CPG Podcast,Founder Feature: Yaniv Simpson of The Conscious Bar,https://startupcpg.transistor.fm/episodes/founder-feature-yaniv-simpson-of-the-conscious-bar/transcript,full_transcript
Pac,Premium CPG/Beverage,We went through literally chips of green that we sent to our label printer...to pick the exact perfect green,Sophie Spring,OOSO Sparkling Tea,Co-founder,The Startup CPG Podcast,Founder Feature: Ollie and Sophie Spring of OOSO Sparkling Tea,https://startupcpg.transistor.fm/episodes/founder-feature-ollie-sophie-spring-of-ooso-sparkling-tea/transcript,full_transcript
Pac,Premium CPG/Beverage,Color blocking minimalism with strong punchy colors really works on shelf,Sophie Spring,OOSO Sparkling Tea,Co-founder,The Startup CPG Podcast,Founder Feature: Ollie and Sophie Spring of OOSO Sparkling Tea,https://startupcpg.transistor.fm/episodes/founder-feature-ollie-sophie-spring-of-ooso-sparkling-tea/transcript,full_transcript
Pac,Premium CPG/Beverage,"Consumers are turning the can...curious, educated, want to know what's in their beverage",Sophie Spring,OOSO Sparkling Tea,Co-founder,The Startup CPG Podcast,Founder Feature: Ollie and Sophie Spring of OOSO Sparkling Tea,https://startupcpg.transistor.fm/episodes/founder-feature-ollie-sophie-spring-of-ooso-sparkling-tea/transcript,full_transcript
Agency,Premium CPG/Beverage,Whole Foods is really working for us.,Jess Jacobs,Coterie,CEO,Retail Dive,3 DTC Brands on Why Good Old-Fashioned Retail Still Works,https://www.retaildive.com/news/dtc-brands-brick-and-mortar-stores-beyond-yoga-mejuri-coterie/809431/,verified_article
Agency,Premium CPG/Beverage,They're not pricing it based on a unit they're pricing it based on a shift...you're paying on a shiftwise basis for whatever they can produce.,Jamie Valenti-Jordan,Catapult Commercialization Services,CEO,The Startup CPG Podcast,#227 Operations Ask-Me-Anything,https://startupcpg.transistor.fm/episodes/227-operations-ask-me-anything-with-jamie-valenti-jordan/transcript,verified_transcript
Agency,Premium CPG/Beverage,Our co man is not a black box but instead our production partner...a good portion of our business at its very core.,Jamie Valenti-Jordan,Catapult Commercialization Services,CEO,The Startup CPG Podcast,#227 Operations Ask-Me-Anything,https://startupcpg.transistor.fm/episodes/227-operations-ask-me-anything-with-jamie-valenti-jordan/transcript,verified_transcript
Agency,Premium CPG/Beverage,40% of your conversion costs is usually direct labor...doing work to make your product easier to handle can be a substantial cost savings.,Jamie Valenti-Jordan,Catapult Commercialization Services,CEO,The Startup CPG Podcast,#227 Operations Ask-Me-Anything,https://startupcpg.transistor.fm/episodes/227-operations-ask-me-anything-with-jamie-valenti-jordan/transcript,verified_transcript
Agency,Premium CPG/Beverage,Larger basket orders will allow you to buy that dry ice at a cost effective way...this is why we try to work frozen through the retail channel.,Jamie Valenti-Jordan,Catapult Commercialization Services,CEO,The Startup CPG Podcast,#227 Operations Ask-Me-Anything,https://startupcpg.transistor.fm/episodes/227-operations-ask-me-anything-with-jamie-valenti-jordan/transcript,verified_transcript
Agency,Premium CPG/Beverage,Their quality control is just trash on top of everything else.,Katherine Harvey,Bare Bones Ventures,Co-founder & CEO,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Agency,Premium CPG/Beverage,We found a rack inside one of the bags of ingredients.,Katherine Harvey,Bare Bones Ventures,Co-founder & CEO,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Agency,Premium CPG/Beverage,They completely dumped everything into that kettle...the grape came out like soup.,Brett Perrotta,Chubby Snacks,Co-founder,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Agency,Premium CPG/Beverage,We had to scrap the entire grape jam which is about $10000 worth of ingredients.,Brett Perrotta,Chubby Snacks,Co-founder,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Agency,Premium CPG/Beverage,Walmart canceled all the POs. He had essentially about two truckloads worth of product.,Brady DeLong,Clean Age,Founder,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Agency,Premium CPG/Beverage,We currently pay per date when we pay our co-packer and obviously stuffing a mini date versus stuffing a large date will have to stuff double the amount...that's going to get incredibly expensive very quickly.,Tonya Reznikovich,Gato Dates,Co-founder,The Startup CPG Podcast,Founder Feature: Gato Dates,https://startupcpg.transistor.fm/episodes/founder-feature-gabriella-labi-and-tonya-reznikovich-of-gato-dates/transcript,verified_transcript
Agency,Premium CPG/Beverage,Figuring out margins and distribution and a thousand unsexy details that you just need to get right. And that's what separates a successful brand from one that has to shut down like two three years into it.,Tonya Reznikovich,Gato Dates,Co-founder,The Startup CPG Podcast,Founder Feature: Gato Dates,https://startupcpg.transistor.fm/episodes/founder-feature-gabriella-labi-and-tonya-reznikovich-of-gato-dates/transcript,verified_transcript
Agency,Premium CPG/Beverage,I was calling pasta manufacturers big and small and everywhere in between. Wasn't getting great results from that expedition.,Stephanie Berwick,Pastazerts,Founder,The Startup CPG Podcast,Founder Feature: Pastazerts,https://startupcpg.transistor.fm/episodes/founder-feature-stephanie-berwick-of-pastazerts/transcript,verified_transcript
Agency,Premium CPG/Beverage,My husband and I were self-producing for about a year and that was a lot. It was hard work but I felt like it was the right thing to do before jumping into contract manufacture.,Stephanie Berwick,Pastazerts,Founder,The Startup CPG Podcast,Founder Feature: Pastazerts,https://startupcpg.transistor.fm/episodes/founder-feature-stephanie-berwick-of-pastazerts/transcript,verified_transcript
Agency,Premium CPG/Beverage,The hardest part for me was finding a manufacturing partner that wanted to work with me.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Agency,Premium CPG/Beverage,I found 30 different co-mans and went down the list...some would immediately say no.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Agency,Premium CPG/Beverage,I wanted somebody that had the ability to scale and do so really quickly.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Agency,Premium CPG/Beverage,I was able to maintain these recipes as property of ours versus property of theirs was important.,Lindsay Hancock,My Better Batch,Founder,The Startup CPG Podcast,Founder Feature: My Better Batch,https://startupcpg.transistor.fm/episodes/founder-feature-lindsay-hancock-of-my-better-batch/transcript,verified_transcript
Agency,Premium CPG/Beverage,Our co-packer in Wisconsin did their best but to fix it properly they would have needed new equipment that was too expensive.,Michael Rolland,Yough!,CEO & Co-founder,FoodNavigator,Startup Spotlight: Yough! scales gut-friendly frozen pizza,https://www.foodnavigator.com/Article/2025/11/13/startup-spotlight-yough-scales-gut-friendly-frozen-pizza-with-clean-ingredients-and-specialty-retail-strategy/,verified_article
Agency,Premium CPG/Beverage,As we geared up for our second production run issues started popping up — the Greek yogurt moisture the dough sticking equipment not designed for this kind of pizza.,Michael Rolland,Yough!,CEO & Co-founder,FoodNavigator,Startup Spotlight: Yough! scales gut-friendly frozen pizza,https://www.foodnavigator.com/Article/2025/11/13/startup-spotlight-yough-scales-gut-friendly-frozen-pizza-with-clean-ingredients-and-specialty-retail-strategy/,verified_article
Agency,Premium CPG/Beverage,You need delusional enthusiasm — there will be naysayers and unexpected challenges. Whether it's navigating production issues finding the right co-packer or getting onto shelves persistence and problem-solving are key.,Michael Rolland,Yough!,CEO & Co-founder,FoodNavigator,Startup Spotlight: Yough! scales gut-friendly frozen pizza,https://www.foodnavigator.com/Article/2025/11/13/startup-spotlight-yough-scales-gut-friendly-frozen-pizza-with-clean-ingredients-and-specialty-retail-strategy/,verified_article
Agency,Premium CPG/Beverage,what's really costly is buying six months of packaging...some you can go through,Cody Ponsler,Belmark,Packaging Expert,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Agency,Premium CPG/Beverage,we can't make changes. We don't want to waste this inventory,Eve Ackerley,Evie's Snacks,Founder,The Startup CPG Podcast,#260 Packaging Changes as you Grow,https://startupcpg.transistor.fm/episodes/260-packaging-changes-as-you-grow-with-evies-snacks-and-belmark/transcript,full_transcript
Agency,Premium CPG/Beverage,Anywhere from 30 to 45 days if we need to do the ordering.,Veronica Blue,Phenomenal Foods Co,Founder and CEO,The Startup CPG Podcast,#194 AI for Ops with YANY Beauty and Phenomenal Foods Co,https://startupcpg.transistor.fm/episodes/193-ai-for-ops-with-yany-beauty-and-phenomenal-foods-co/transcript,full_transcript
Agency,Premium CPG/Beverage,"Most likely it's due to secondary corrosion, and you're not looking at the primary cause",Bob Williams,BevSource,Beverage Manufacturing Consultant,The Startup CPG Podcast,#262 Beverage Manufacturing Lessons with BevSource,https://startupcpg.transistor.fm/episodes/262-beverage-manufacturing-lessons-with-bevsources-bob-williams/transcript,full_transcript
Agency,Premium CPG/Beverage,We're in about 130 [stores]. A hundred of those have come in the last eight months,Houston Buehrle,Little Zing,Founder,The Startup CPG Podcast,Founder Feature: Houston Buehrle of Little Zing,https://startupcpg.transistor.fm/episodes/founder-feature-houston-buehrle-of-little-zing/transcript,full_transcript
Agency,Premium CPG/Beverage,over 200 rejections from co-packers,Nikki Seaman,Freestyle Snacks,Founder and CEO,The Startup CPG Podcast,Founder Feature: Nikki Seaman of Freestyle Snacks,https://startupcpg.transistor.fm/episodes/founder-feature-nikki-seaman-of-freestyle-snacks/transcript,full_transcript
Agency,Premium CPG/Beverage,We had to turn everything off due to container delays waiting for cocoa shipments.,Yaniv Simpson,The Conscious Bar,Founder,The Startup CPG Podcast,Founder Feature: Yaniv Simpson of The Conscious Bar,https://startupcpg.transistor.fm/episodes/founder-feature-yaniv-simpson-of-the-conscious-bar/transcript,full_transcript
Both,Premium CPG/Beverage,They used the wrong film that was not up to spec. We had never approved it.,Katherine Harvey,Bare Bones Ventures,Co-founder & CEO,The Startup CPG Podcast,#162 Ops Nightmares,https://startupcpg.transistor.fm/episodes/162-ops-nightmares-powered-by-crstl/transcript,verified_transcript
Pac,Wine/Spirits,"For the average CA winery, >50% of the carbon footprint is from the glass bottle (including transportation).",Jason Haas,Tablas Creek Vineyard,Partner/General Manager,XChateau Wine Podcast,Boxing for the Environment,https://www.xchateau.com/boxing-for-the-environment-w-jason-haas-tablas-creek-vineyard/,verified_publisher
Pac,Wine/Spirits,[The bag-in-box trial] sold out in 4 hours [after release to the member email list].,Jason Haas,Tablas Creek Vineyard,Partner/General Manager,XChateau Wine Podcast,Boxing for the Environment,https://www.xchateau.com/boxing-for-the-environment-w-jason-haas-tablas-creek-vineyard/,verified_publisher
Pac,Wine/Spirits,"689 billion units of single-use glass packaging were manufactured in 2020, with approximately 70 billion used in wine/spirits.",Iain McPherson,ecoSPIRITS,Sales Director EMEA,Green New Perspective Podcast,Pioneering Sustainable Spirits,https://www.npws.net/podcast/sustainable-spirits-technology,verified_publisher
Pac,Wine/Spirits,[ecoSPIRITS delivers] 95% reduction in glass and cardboard waste [and] 60-90% carbon footprint reduction in packaging/distribution.,Iain McPherson,ecoSPIRITS,Sales Director EMEA,Green New Perspective Podcast,Pioneering Sustainable Spirits,https://www.npws.net/podcast/sustainable-spirits-technology,verified_publisher
Pac,Wine/Spirits,[The bag-in-box format] reduces packaging carbon by approximately 84% and overall carbon footprint by roughly 40%.,Jason Haas,Tablas Creek Vineyard,Partner/General Manager,XChateau Wine Podcast,Boxing for the Environment,https://www.xchateau.com/boxing-for-the-environment-w-jason-haas-tablas-creek-vineyard/,verified_publisher
Pac,Wine/Spirits,Frugal Bottle has a 6x lower carbon footprint than glass. 84% recycled paper shell with 16% polyethylene liner.,Malcolm Waugh,Frugalpac,CEO,Sustainable Packaging with Cory Connors,The Future of Bottles Is Paper,https://www.atlanticpkg.com/podcast-the-future-of-bottles-is-paper-with-malcolm-waugh/,verified_show_notes
Pac,Wine/Spirits,There's so much wine sitting out there right now and we've got to do something different than the traditional 750ml bottle.,Abby Bogle,Small Lot Bottles,Owner & CEO,Wine Talks with Paul K.,Wine Innovation: Mini Bottles Younger Drinkers and an Industry in Transition,https://www.winetalkspodcast.com/wine-innovation-mini-bottles-younger-drinkers-and-an-industry-in-transition-meet-abby-bogle/,verified_transcript
Pac,Wine/Spirits,If that younger generation they're going to go pick up a can of White Claw or a can of High Noon before they ever go grab a can of wine.,Abby Bogle,Small Lot Bottles,Owner & CEO,Wine Talks with Paul K.,Wine Innovation: Mini Bottles Younger Drinkers and an Industry in Transition,https://www.winetalkspodcast.com/wine-innovation-mini-bottles-younger-drinkers-and-an-industry-in-transition-meet-abby-bogle/,verified_transcript
Pac,Wine/Spirits,You're not buying a $150 bottle of wine that you may or may not like.,Abby Bogle,Small Lot Bottles,Owner & CEO,Wine Talks with Paul K.,Wine Innovation: Mini Bottles Younger Drinkers and an Industry in Transition,https://www.winetalkspodcast.com/wine-innovation-mini-bottles-younger-drinkers-and-an-industry-in-transition-meet-abby-bogle/,verified_transcript
Pac,Wine/Spirits,The label might win the first try but the liquid must win the second purchase.,Jerald O'Kennard,Beverage Testing Institute,President,Park Street Imports,From Liquid to Label: Building Spirits Brands from the Product Out,https://www.parkstreet.com/from-liquid-to-label-building-spirits-brands-from-the-product-out/,verified_article
Pac,Wine/Spirits,Many emerging brands try to fit the company history production philosophy founder biography tasting note and cocktail strategy into a few square inches.,Jerald O'Kennard,Beverage Testing Institute,President,Park Street Imports,From Liquid to Label: Building Spirits Brands from the Product Out,https://www.parkstreet.com/from-liquid-to-label-building-spirits-brands-from-the-product-out/,verified_article
Pac,Wine/Spirits,Formulation should fit the occasion. The occasion should inform the identity. That identity should guide the package.,Jerald O'Kennard,Beverage Testing Institute,President,Park Street Imports,From Liquid to Label: Building Spirits Brands from the Product Out,https://www.parkstreet.com/from-liquid-to-label-building-spirits-brands-from-the-product-out/,verified_article
Pac,Wine/Spirits,The bottle is the brand. It's not a stock bottle.,Markus Kypreos,Blackland Distillery,President/Owner/Founder,ShoutOut DFW,Meet Markus Kypreos,https://shoutoutdfw.com/meet-markus-kypreos-president-owner-blackland-distillery/,verified_published
Pac,Wine/Spirits,Packaging is everything in an uber-competitive alcohol market and you have to be able to stand out.,Markus Kypreos,Blackland Distillery,President/Owner/Founder,ShoutOut DFW,Meet Markus Kypreos,https://shoutoutdfw.com/meet-markus-kypreos-president-owner-blackland-distillery/,verified_published
Pac,Wine/Spirits,So many people visit our distillery and tell us that they bought Blackland because they liked the bottle and then they really liked what was inside.,Markus Kypreos,Blackland Distillery,President/Owner/Founder,ShoutOut DFW,Meet Markus Kypreos,https://shoutoutdfw.com/meet-markus-kypreos-president-owner-blackland-distillery/,verified_published
Pac,Wine/Spirits,We always get great shelf placement at bars and restaurants because the bottle is so attractive — which is great for long-term recognition and awareness.,Markus Kypreos,Blackland Distillery,President/Owner/Founder,ShoutOut DFW,Meet Markus Kypreos,https://shoutoutdfw.com/meet-markus-kypreos-president-owner-blackland-distillery/,verified_published
Pac,Wine/Spirits,The bottle needs to be the epitome of the brand idea.,Steven Grasse,Quaker City Mercantile / Tamworth Distilling,Founder/CEO,VinePair / EOD Drinks,Steven Grasse: How the Creator of Hendrick's Gin Builds Iconic Brands,https://vinepair.com/articles/eod-drinks-steven-grasse-quaker-city-mercantile/,verified_published
Pac,Wine/Spirits,"When I say it's ugly on purpose, it needs to fit the overall concept of the brand.",Steven Grasse,Quaker City Mercantile / Tamworth Distilling,Founder/CEO,VinePair / EOD Drinks,Steven Grasse: How the Creator of Hendrick's Gin Builds Iconic Brands,https://vinepair.com/articles/eod-drinks-steven-grasse-quaker-city-mercantile/,verified_published
Pac,Wine/Spirits,"For every client we work with, the ideas don't come from trends.",Steven Grasse,Quaker City Mercantile / Tamworth Distilling,Founder/CEO,VinePair / EOD Drinks,Steven Grasse: How the Creator of Hendrick's Gin Builds Iconic Brands,https://vinepair.com/articles/eod-drinks-steven-grasse-quaker-city-mercantile/,verified_published
Pac,Wine/Spirits,"It becomes the epicenter, a nucleus from which the rest of the brand pours out.",Steven Grasse,Quaker City Mercantile / Tamworth Distilling,Founder/CEO,VinePair / EOD Drinks,Steven Grasse: How the Creator of Hendrick's Gin Builds Iconic Brands,https://vinepair.com/articles/eod-drinks-steven-grasse-quaker-city-mercantile/,verified_published
Pac,Wine/Spirits,"Revino is spearheading a reusable wine bottle, not just recyclable but refillable. They're heavier bottles, but you don't have to recreate a bottle every time.",Terry Culton,Willamette Valley Vineyards,Director of Winemaking and Vineyards,TriplePundit,This Oregon Winery Wants to Make Refillable Bottles the Norm,https://triplepundit.com/2026/refillable-wine-bottle-recyclable-cork-willamette-valley/,verified_published
Pac,Wine/Spirits,"Our corks are Forest Stewardship Council certified, so you can track the corks back to the forest in Portugal that they came from.",Terry Culton,Willamette Valley Vineyards,Director of Winemaking and Vineyards,TriplePundit,This Oregon Winery Wants to Make Refillable Bottles the Norm,https://triplepundit.com/2026/refillable-wine-bottle-recyclable-cork-willamette-valley/,verified_published
Pac,Wine/Spirits,"Glass, as a material, doesn't have any value in the waste market.",Alexander Katz,Protector Cellars,Winemaker,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
